Country,Sub-sector,Name of the Plant,,Location,Status ( Whether Operational or Not),Capacity ( in MW),Operator,Owner,Latitude,Longitude,Link
,Solar,Sokhoro Solar Power Station,,Savanes District,Planned (2025),52,PFO Africa,PFO Africa,9.5297° N,-5.2239° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Biomass,Boundiali Biomass Power Station,,"Boundiali, Savanes District",Planned (2025),25,EcoStar Energy,EcoStar Energy,9.4919° N,-6.5033° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Biomass,Ayebo Biomass Power Station,,Comoé District,Planned (2024),46,Biovéa Énergie SA,Biovéa Énergie SA,5.4394° N,-3.2692° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Biomass,Divo Biomass Power Station,,Gôh-Djiboua District,Planned (2028),75,Soden,Soden,5.8469° N,-5.3139° W,https://en.wikipedia.org/wiki/List_of_power_stations_in_Ivory_Coast
,Thermal (Combined Cycle),Songon Energies Power Plant,,Songon,Planned (expected 2027),372,Songon Energies,Private Consortium,5.3000° N,-4.1000° W,https://www.power-technology.com/projects/songon-energies-power-plant/
,Thermal (Combined Cycle),CIPREL CCGT Power Plant Phase V,,Lagunes,Under construction (expected 2025),390,CIPREL,CIPREL,5.2558° N,-4.3289° W,https://www.power-technology.com/marketdata/power-plant-profile-ciprel-ccgt-power-plant-phase-v-ivory-coast/
,,,,,,,,,,,
Seychelles,Solar,Roche Caiman Floating Solar Farm,,"Roche Caiman Dam, Mahé Island","Under construction, operational by mid-2025",5.8,Masdar,Masdar,4.6323° S,55.4664° E,https://www.pvknowhow.com/news/seychelles-solar-farm-largest-floating-2025-2/
,Thermal (Diesel),Roche Caiman Power Station,,"Roche Caiman, Mahé Island","Operational, expanding to 92 MW by mid-2025",92,Public Utilities Corporation (PUC),Government of Seychelles,4.6323° S,55.4664° E,http://www.seychellesnewsagency.com/articles/19690
,Thermal (Diesel),Victoria Power Station,,"Victoria, Mahé Island",Operational,28,Public Utilities Corporation (PUC),Government of Seychelles,4.6194° S,55.4558° E,https://en.wikipedia.org/wiki/Roche_Caiman_Power_Station
,Wind,Mahé Wind Farm,,Mahé Island,Operational,6,Public Utilities Corporation (PUC),Government of Seychelles,4.6200° S,55.4500° E,https://africa-energy-portal.org/aep/country/seychelles
,,,,,,,,,,,
Cape Verde,Solar,Praia Solar Power Plant,,"Praia, Santiago","Under construction, operational by end 2024",5,Ministry of Energy and Industry,Government of Cape Verde,14.9333 N,-23.5167 W,https://www.pvknowhow.com/news/cabo-verde-renewable-energy-50-percent-2030/
,Solar,"Solar Power Plants on Four Islands (Fogo, Santo Antão, São Nicolau, Maio)",,"Fogo, Santo Antão, São Nicolau, Maio","Planned, commissioning June 2025",3.3 (1.3 + 1.2 + 0.4 + 0.4),Special Projects Management Unit (UGPE),Government of Cape Verde,,,https://www.aler-renovaveis.org/en/communication/news/cape-verdes-government-launches-tender-for-construction-and-administration-of-solar-parks-on-four-islands/
,Solar,Photovoltaic Systems for Water Wells and Pumping Stations,,Santiago Island,Planned/ongoing (2025),Not specified (distributed small-scale),Ministry of Presidency of Council of Ministers,Government of Cape Verde,,,https://strategicenergy.eu/cape-verde-boosts-solar-production-with-support-from-portugal-and-e4-million-investment/
,Wind,Multiple Wind Farms,,Various Islands,Operational,~50 (total wind capacity),Various (public and private),Government of Cape Verde,,,https://africa-energy-portal.org/aep/country/cape-verde
,,,,,,,,,,,
Sao Tome and Principe,Hydropower,Papagaio Hydroelectric Plant,,"Santo António, São Tomé Island",Operational,1,National Utility EMAE,Government of STP,~0.3383 N,~6.7278 E,"https://africa-energy-portal.org/news/sao-tome-and-principe-afdb-finances-energy-transition-programme,"
,Thermal Hybrid,Santo Amaro Thermal Plant + Solar Hybrid,,"Lobata district, São Tomé Island",Planned / Under Development,Not specified,National Utility EMAE,Government of STP,~0.3500 N,~6.7000 E,"https://africa-energy-portal.org/news/sao-tome-and-principe-afdb-finances-energy-transition-programme,"
,Solar PV,Small Solar Power Plant,,Santo Amaro area,Planned / Under Development,Not specified,National Utility EMAE,Government of STP,Not specified,Not specified,"https://africa-energy-portal.org/news/sao-tome-and-principe-afdb-finances-energy-transition-programme,"
,,,,,,,,,,,
Rwanda,Hydro,Nyabarongo I,"Mushishiro, Muhanga",Operational (2014),28,REG,REG,−1.98875,29.63319,https://en.wikipedia.org/wiki/Nyabarongo_I_Hydroelectric_Power_Station,
,Hydro,Mukungwa I,"Kabushinge, Musanze",Operational (1982),12,REG,REG,−1.53678,29.68322,https://mapcarta.com/26985632,
,Hydro,Ntaruka,"Ntaruka, Burera",Operational (1959),11.5,REG,REG,−1.47278,29.73694,https://mapcarta.com/13114342,
,Hydro,Rukarara I,Nyamagabe,Operational (2011),9.5,REG,REG,−2.46833,29.55333,https://en.wikipedia.org/wiki/Rukarara_Hydroelectric_Power_Station,
,Hydro,Rusumo Falls,"Rusumo, Kirehe (border)",Operational 2024,80,Rusumo Power Co.,Burundi/Rwanda/Tanzania JV,−2.37972,30.78583,https://en.wikipedia.org/wiki/Rusumo_Hydroelectric_Power_Station,
,Solar,Rwamagana Solar (Agahozo-Shalom),Rwamagana,Operational 2015,8.5,GigaWatt Global,GigaWatt Global,−2.02611,30.37722,https://en.wikipedia.org/wiki/Rwamagana_Solar_Power_Station,
,Solar,Nasho Solar,Kirehe,Operational 2017,3.3,REG,Govt of Rwanda / HGBF,−2.09710,30.7452,https://www.gem.wiki/Nasho_solar_farm?utm_source=chatgpt.com,
,Solar,Jali (Kigali Solaire),"Gasabo, Kigali",Operational 2008,0.25,REG,REG,−1.90500,30.0595,https://www.gem.wiki/Jali_solar_farm?utm_source=chatgpt.com,
,Geothermal,Gisenyi–Karisimbi & Bugarama prospects,NW & SW Rift zones,Exploration,Estimated 100-170 MW,"REG, MinInfra, ISOR",-,-,-,https://www.reg.rw/what-we-do/generation/geothermal/?utm_source=chatgpt.com,
Somalia,Hydro,Baardhere (Juba River) Dam,"Baardhere, Gedo",Planned / feasibility,120,MoEWR,Federal Gov’t,2.339 N,42.280 E,https://documents1.worldbank.org/curated/en/997691468306287631/pdf/multi-page.pdf?utm_source=chatgpt.com,
,Solar,Jabad-Geele I,Mogadishu,Operational 2020,8,BECO,BECO,2.047 N,45.318 E,https://africa-energy-portal.org/news/somalia-beco-builds-8-mwp-solar-power-plant-mogadishu?utm_source=chatgpt.com,
,Solar,Jabad-Geele II,Mogadishu,Under construction 2025,25,BECO,BECO,2.047 N,45.318 E,https://beco.so/project/jabadgelle2/?utm_source=chatgpt.com,
,Solar,Bosaso Hybrid Plant,"Bosaso, Bari",Operational 2019,1.2,Equator Energy,Equator Energy,11.289 N,49.182 E,,
,Solar,NECSOM Solar + 20 MWh BESS,"Garowe, Nugal",Mid-stage dev.,5,NECSOM,NECSOM,8.400 N,48.467 E,https://frontier.dk/necsom-solar-pv-and-bess-project/?utm_source=chatgpt.com,
,Solar,Garowe SESRP Solar + BESS,"Garowe, Nugal",Tender (Jan 2025),10,MoEWR,Gov’t (World Bank),8.400 N,48.467 E,https://hiiraan.com/news4/2025/Jan/199670/somalia_opens_tender_for_10_mw_solar_plant_in_garowe.aspx?utm_source=chatgpt.com,
,Wind,Hargeisa Airport Pilot Farm,"Hargeisa, Somaliland",Operational 2014,0.1,Kaah Power,Somaliland Gov’t,9.514 N,44.088 E,https://www.dai.com/news/usaid-project-supports-construction-major-wind-farm-somaliland,
,Wind,Hargeisa private wind rollout,Hargeisa,Turbines ordered,2,Various IPPs,Private,9.514 N,44.088 E,https://www.dai.com/news/usaid-project-supports-construction-major-wind-farm-somaliland,
,Geothermal,Gulf of Aden Rift systems,Coastal Puntland & Somaliland,Reconnaissance,100-200,"MoEWR, private IPPs",,,,https://moewr.gov.so/energy-2/?utm_source=chatgpt.com,
Burundi,Hydro,Rwegura,"Cibitoke, Kitenge River",Operational 1986,18,REGIDESO,REGIDESO,−2.93818,29.46338,https://en.wikipedia.org/wiki/Rwegura_Hydroelectric_Power_Station,
,Hydro,Mugere,"Bujumbura Rural, Kabezi",Operational 1982,8,REGIDESO,REGIDESO,−3.49102,29.41479,https://en.wikipedia.org/wiki/Mugere_Hydroelectric_Power_Station,
,Hydro,Ruzibazi,"Rumonge, Minago",Operational Sept 2022,15,REGIDESO,REGIDESO,−3.72346,29.36172,https://en.wikipedia.org/wiki/Ruzibazi_Hydroelectric_Power_Station,
,Hydro,Kabu-16,"Cibitoke, Kaburantwa River",Operational Oct 2024,20,REGIDESO,REGIDESO,−2.92500,29.2625,https://en.wikipedia.org/wiki/Kabu_16_Hydroelectric_Power_Station,
,Hydro,Rusumo Falls†,"Rusumo (Kirehe District, border)",Operational 2024,80 (shared),Rusumo Power Co.,Trilateral JV,−2.37972,30.78583,https://en.wikipedia.org/wiki/Rusumo_Hydroelectric_Power_Station?utm_source=chatgpt.com,
,Solar,Mubuga – Phase 2,Gitega,Expansion approved 2023; pre-construction,7.5,Gigawatt Global,Gigawatt Global,−3.37472,29.98722,https://www.prnewswire.com/news-releases/burundis-solar-capacity-to-double-announces-president-ndayishimiye-at-ribbon-cutting-for-first-solar-field-301821173.html?utm_source=chatgpt.com,
,Hydro,Jiji,Bururi,Civil works > 90 % – commissioning Q4 2025,32.5,REGIDESO / AfDB / EIB,REGIDESO / AfDB / EIB,−3.88733,29.56518,https://en.wikipedia.org/wiki/List_of_power_stations_in_Burundi?utm_source=chatgpt.com,
,Hydro,Mulembwe,Bururi,78 % complete – COD 2026,16.5,REGIDESO / AfDB / EIB,REGIDESO / AfDB / EIB,−3.84599,29.57588,https://en.wikipedia.org/wiki/List_of_power_stations_in_Burundi?utm_source=chatgpt.com,
,Hydro,Kirasa,Bujumbura Rural,IPP EPC contract signed; first power expected 2026,16,Kirasa Energy,Kirasa Energy,−3.59470,29.3531,,
Mozambique,Hydro,Cahora Bassa,"Songo, Tete",Operational (since 1974),"2,075",Hidroeléctrica de Cahora Bassa (HCB),EDM 92 % / REN 8 %,−15.5859,32.7047,https://www.theenergyyear.com/energy-company/hidroelectrica-de-cahora-bassa/?utm_source=chatgpt.com,
,Hydro,Chicamba,"Sussundenga, Manica",Operational,44,Electricidade de Moçambique (EDM),EDM,−19.1557,33.1456,https://mapcarta.com/W389993904,
,Hydro,Mavuzi,Manica Province (Maria),Operational,41,EDM,EDM,−19.5260,33.493,https://globalenergyobservatory.org/geoid/40386?utm_source=chatgpt.com,
,Hydro,Corumana,"Moamba District, Maputo",Operational (1988),16.6,EDM,EDM,−25.2185,32.1342,https://globalenergyobservatory.org/geoid/40384?utm_source=chatgpt.com,
,Solar,Mocuba Solar,"Mocuba, Zambézia",Operational 2019,40,Globeleq / EDM,Mocuba Solar Energy Consortium,−16.8228,37.0347,https://en.wikipedia.org/wiki/Mocuba_Solar_Power_Station?utm_source=chatgpt.com,
,Solar,Metoro Solar,"Metoro, Cabo Delgado",Operational Apr 2022,41,EDM,Neoen 75 % / EDM 25 %,−13.0783,39.8364,https://en.wikipedia.org/wiki/Metoro_Solar_Power_Station,
,Solar,Cuamba (Tetereane) Solar + 7 MWh BESS,"Cuamba, Niassa",Operational Sep 2023,15,Globeleq,Globeleq / Source Energia / EDM,−14.8003,36.5061,https://en.wikipedia.org/wiki/Cuamba_Solar_Power_Station?utm_source=chatgpt.com,
,Wind,Namaacha Wind Farm (Phase I–II),"Namaacha, Maputo Province",Under construction (approved 2024),120,EleQtra Mozambique,EleQtra,−25.8795,32.0188,https://www.gem.wiki/Namaacha_wind_farm?utm_source=chatgpt.com,
Namibia,Hydro,Ruacana Hydroelectric Power Station,"Ruacana, Omusati",Operational (1978; 2012 upgrade),347,NamPower,NamPower,−17.39889,14.22139,https://en.wikipedia.org/wiki/Ruacana_Hydroelectric_Power_Station,
,Hydro,Baynes Hydropower Project,"Kunene River border, Kunene",Permitting / EPC procurement (2025 COD target),600,NamPower/ENDE JV,Govts of Namibia & Angola,−17.18806,12.65056,https://www.sadc.int/project-portfolio/baynes-hydropower-project?utm_source=chatgpt.com,
,Solar,Mariental (Hardap) Solar Park,"Mariental, Hardap",Operational 2019,45.5,Alten Energy Consortium,Alten 51 % + NamPower 19 %,−24.65278,18.02722,https://www.gem.wiki/Mariental_solar_farm?utm_source=chatgpt.com,
,Solar,Omburu Solar Power Station,"Omaruru, Erongo",Operational Jun 2022,20,NamPower,NamPower,−21.48667,16.02944,https://en.wikipedia.org/wiki/Omburu_Solar_Power_Station,
,Solar,Ejuva I & II Solar Complex,"Gobabis, Omaheke",Operational 2016,5,Ejuva SPVs (IPP),Mergence 66 % + local BEE,−22.43902,18.97261,https://www.mergence.com.na/our-funds/ejuva-one-and-ejuva-two-solarplants-gobabis/?utm_source=chatgpt.com,
,Solar,Rosh Pinah Solar Park,"Rosh Pinah, ǁKaras",Operational 2017,5,Aloe Inv. 27,Old Mutual Inv. Group,−27.96556,16.78889,https://en.wikipedia.org/wiki/List_of_power_stations_in_Namibia?utm_source=chatgpt.com,
,Solar,Osona Solar PV Plant,"Okahandja, Otjozondjupa",Operational 2020,5,Osona Sun Energy,Osona Sun Energy,−22.10861,16.78833,https://the-eis.com/elibrary/sites/default/files/downloads/literature/2182_ECR_5MW%20AC%20solar%20park_located%20on%20a%20portion%20of%20farm%20Osona%20Commonage%2065_portion%2082%20near%20Okahandja.pdf?utm_source=chatgpt.com,
,Wind,Ombepo Wind Farm,"Lüderitz, ǁKaras",Operational 2017,6,InnoSun,InnoSun / Lüderitz Town,−26.63673,15.18696,https://www.thewindpower.net/windfarm_en_17339_ombepo.php?utm_source=chatgpt.com,
,Wind,Diaz Wind Power Project,"Lüderitz, ǁKaras",Under construction (COD Jul 2025),44,InnoVent,InnoVent,−26.74297,15.16411,https://www.thewindpower.net/windfarm_en_41270_diaz.php?utm_source=chatgpt.com,
,Geothermal,"Brandberg, Gross Barmen & 20+ hot springs",Damara Belt & Central Zone,"Reconnaissance surveys, reservoir modelling",≥100,"Ministry of Mines & Energy, Stellae Energy","Ministry of Mines & Energy, Stellae Energy",,,https://stellaeenergy.com/geothermal-energy-in-namibia?utm_source=chatgpt.com,
,Nuclear,First Nuclear Power Plant (SMR/large-scale TBD),Site TBD,-,-,-,-,-,,https://www.worldnuclearreport.org/IMG/pdf/wnisr2024-table13-africa_rosatom_agreements.pdf?utm_source=chatgpt.com,
Madagascar,Hydro,Andekaleka,"Brickaville, Atsinanana",Operational (1982; uprated 2012),91,JIRAMA,JIRAMA,−18.7940,48.6193,https://mapcarta.com/W506145670,
,Hydro,Mandraka,"Mandraka, Analamanga",Operational,24,JIRAMA,JIRAMA,−18.9213,47.9295,https://www.gem.wiki/Mandraka_hydroelectric_plant?utm_source=chatgpt.com,
,Hydro,Antelomita I & II,"Anjeva Gara, Analamanga",Operational,8.4,JIRAMA,JIRAMA,−19.0121,47.7053,https://en.wikipedia.org/wiki/Antelomita_Hydroelectric_Power_Station?utm_source=chatgpt.com,
,Hydro,Sahanivotry,"Sahanivotry, Vakinankaratra",Operational (2008),16.5,HYDELEC SA,HYDELEC SA,−19.9975,47.2676,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/MADAGASCAR%20anglais.pdf?utm_source=chatgpt.com,
,Hydro,Farahantsana,"Mahitsy, Analamanga",Operational 2022,28,Tozzi Green Hydro MG,Mahitsy Hydro SA,−18.7482,47.3453,https://www.waterpowermagazine.com/news/farahantsana-hydroelectric-plant-inaugurated-in-madagascar-10416382/?utm_source=chatgpt.com,
,Hydro,Sahofika,"Onive River, Vakinankaratra",Under construction (COD 2026),200,NEHO (IPP),NEHO Consortium,−19.5670,47.4067,https://mapafrica.afdb.org/en/projects/46002-P-MG-FA0-018?utm_source=chatgpt.com,
,Hydro,Volobe Amont,"Volobe, Atsinanana",Under construction (COD 2028),120,Compagnie Générale d’Hydroélectricité de Volobe,Jovena 40% / Africa50 25% / SN Power 25% / Colas 10%,−18.1388,49.1866,https://www.gem.wiki/Volobe_Amont_hydroelectric_plant?utm_source=chatgpt.com,
,Solar,Ambatolampy Solar Park,"Ambatolampy, Vakinankaratra",Operational (40 MW since 2022),40,Ambatolampy Solar Consortium,GreenYellow / Axian,−19.4884,47.445,https://mapcarta.com/W1202039777,
,Solar,Ehoala Solar Park (Phase 1),"Fort-Dauphin, Anosy",Operational 2024,8,CrossBoundary Energy,CBE / Rio Tinto QMM,−25.0545,46.9479,https://mapcarta.com/W1266700506,
,Wind,Ehoala Wind Farm,"Fort-Dauphin, Anosy",Turbine erection 2025,12 – 16,CrossBoundary Energy,CBE / Rio Tinto QMM,−25.0714,46.9586,https://www.thewindpower.net/windfarm_en_42195_ehoala-park.php?utm_source=chatgpt.com,
Lesotho,Hydro,‘Muela Hydropower Station,Butha-Buthe District,Operational 1998 (major overhaul May 2025),72,LHDA,LHDA,−28.7804,28.4536,https://www.waterpowermagazine.com/news/lhda-completes-major-tunnel-maintenance-restores-power-at-muela-station/,
,Solar,Ha-Ramarothole Solar Park – Phase I,"Ha-Ramarothole, Mafeteng",Operational Jun 2023,30,LEGCO,LEGCO / TBEA,−29.8094,27.3278,https://www.gem.wiki/Ha_Ramarothole_solar_farm,
,Hydro,Oxbow Hydropower Scheme (LHWP Phase II),Mokhotlong,EPC procurement; COD target 2029,80,LHDA,Gov’t,−28.771,28.64,https://mapcarta.com/Oxbow_(Lesotho),
,Solar,Ha-Ramarothole Solar – Phase II,Mafeteng,Pre-construction; 18-month build once contract signed,40,LEGCO,LEGCO / TBEA,−29.8094,27.3278,https://www.gem.wiki/Ha_Ramarothole_solar_farm,
,Solar,Neo 1 Solar Plant,Mafeteng District,Financing close expected Q2 2025; COD Q1 2026,20,OnePower,Neo 1 SPV,−29.604,28.335,https://www.gem.wiki/Neo_1_solar_farm?utm_source=chatgpt.com,
,Wind,Mohale’s Hoek Wind Farm,Mohale’s Hoek,ESIA cleared Aug 2024; site works 2025,60,Hirundo Energy,Hirundo Energy,−30.1426,27.4674,https://www.countrycoordinate.com/city-mohales-hoek-lesotho/?utm_source=chatgpt.com,
,Wind,Masite Nek Wind Farm,"Masite Nek, Maseru",Feasibility & land leases 2025,30–40,Hirundo Energy,Hirundo Energy,−29.588,27.489,https://mapcarta.com/14210666,
Mauritius ,Hydro,Champagne Hydro Station,"Sans Souci, Grand Port",Operational 1984,30,CEB,CEB,−20.437,57.58,https://ceb.mu/our-activities/power-stations/champagne-hydro-power-station?utm_source=chatgpt.com,
,Hydro,Tamarind Falls Hydro,"Henrietta, Plaines Wilhems",Operational,9.5,CEB,CEB,−20.344,57.465,https://ceb.mu/our-activities/power-stations/tamarind-fall-hydro-power-station?utm_source=chatgpt.com,
,Hydro,Ferney Hydro,Grand Port,Operational,10,CEB,CEB,−20.406,57.684,https://ceb.mu/our-activities/power-stations/ferney-hydro-power-station?utm_source=chatgpt.com,
,Hydro,Le Val Hydro,Grand Port,Operational,4,CEB,CEB,−20.352,57.646,https://ceb.mu/our-activities/power-stations/le-val-hydro-power-station?utm_source=chatgpt.com,
,Hydro,La Nicolière FC Hydro,Pamplemousses,Operational,0.35,CEB,CEB,−20.156,57.642,https://ceb.mu/our-activities/power-stations/la-nicoliere-fc-hydro-power-station?utm_source=chatgpt.com,
,Solar,Bambous Solar Park,"Bambous, Black River",Operational 2014,15,Sarako Energy,Sarako,−20.313,57.415,https://www.power-technology.com/data-insights/power-plant-profile-bambous-solar-pv-park-mauritius/,
,Solar,Solitude Solar Park,"Solitude, Pamplemousses",Operational 2019,15,GreenYellow,GreenYellow,−20.107,57.548,https://www.power-technology.com/data-insights/power-plant-profile-solitude-solar-pv-park-mauritius/,
,Solar,Henrietta Solar Park,"Henrietta, Plaines Wilhems",Operational 2019,17,Akuo Energy,Akuo / Médine,−20.284,57.452,https://www.power-technology.com/data-insights/power-plant-profile-henrietta-solar-pv-park-mauritius/?utm_source=chatgpt.com,
,Solar,Beau Champ Solar,"Beau Champ, Flacq",Operational 2020,14.2,Qair Energy,Qair Energy,−20.239,57.8,https://database.earth/energy/power-plants/solar-power/mauritius?utm_source=chatgpt.com,
,Solar,Queen Victoria Solar,"Queen Victoria, Flacq",Operational 2021,13.8,Voltalia,Voltalia,−20.198,57.624,https://database.earth/energy/power-plant/queen-victoria?utm_source=chatgpt.com,
,Wind,Plaine des Roches Wind Farm,Rivière du Rempart,Operational 2016,9,CEB / Quadran,CEB (IPP lease),−20.133,57.729,https://www.thewindpower.net/windfarm_en_23021_plaine-des-roches.php?utm_source=chatgpt.com,
,Solar,Trou d’Eau Douce SS1 (Qair),Flacq East Coast,Civil works; COD 2025,30,Qair Energy,Qair,−20.200,57.783,https://www.dsneg.com/news/mauritius-french-qair-signs-for-60-mwac-of-sol-65472253.html?utm_source=chatgpt.com,
